datelastmodified	institutioncode	collectioncode	catalognumber	scientificname	basisofrecord	kingdom	phylum	class	ordem	family	genus	species	subspecies	scientificnameauthor	identifiedby	yearidentified	monthidentified	dayidentified	typestatus	collectornumber	fieldnumber	collector	yearcollected	monthcollected	daycollected	julianday	timeofday	continentocean	country	stateprovince	county	locality	longitude	latitude	longitude_mun	latitude_mun	coordinateprecision	boundingbox	minimumelevation	maximumelevation	minimumdepth	maximumdepth	sex	preparationtype	individualcount	previouscatalognumber	relationshiptype	relatedcatalogitem	notes	barcode
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	3242	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"							JLH1989031003	J.L.Helmer	1989	08	10				Brasil	"Espírito Santo"	Anchieta	"Rio Grande na divisa entre Guarapari e Anchieta Estação 03"	-40.645833	-20.806111					2	2				"Conservado em solução alcoólica a 70%"	17	"1753/ZUFES 131753/CIUFES 1317"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Procedência informada no livro tombo: Rio Grande."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	3397	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2010	06	26			BIOdiversES2010062201	M.M.Martinelli	2010	06	22				Brasil	"Espírito Santo"	"Alfredo Chaves"	"Rio Caco de Pote perto do povoado de Caco de Pote"	-40.721111	-20.608333					0	0				"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Coco de Pote perto do Povoado de Coco do Pote - Alfredo Chaves/ES."	
"2017-09-26 17:00:04-03"	MBML	MBML-PEIXES	3429	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2010	07	06			BIOdiversES2010070101	R.L.Teixeira	2010	07	01				Brasil	"Espírito Santo"	"São Roque do Canaã"	"Na ponte do rio Santa Maria do Rio Doce, no povoado de São Pedro"	-40.671944	-19.693333					0	0				"Conservado em solução alcoólica a 70%"	11				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Na ponte do rio Santa Maria do Rio Doce, no povoado de São Pedro. São Roque do Canaã/ES."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	3622	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2010	09	02			PSN1999010101	"Projeto Sapê do Norte (UFES/Aracruz Florestal)"	1999	01	01				Brasil	"Espírito Santo"	"São Mateus"	"Córrego em São Mateus"	-39.877778	-18.708611					0	0				"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Córrego São Mateus. São Mateus - ES."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	3722	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2011	04	01			BIOdiversES2010102203	"L.M.Sarmento-Soares, R.F.Martins-Pinheiro, M.M.C.Roldi, M.M.Lopes e M.M.Martinelli"	2010	10	22				Brasil	"Espírito Santo"	"Mimoso do Sul"	"Ribeirão da Flores na Rodovia José Alves Toledo entre a BR-101 e São José das Torres"	-41.228889	-21.071667					17	17				"Conservado em solução alcoólica a 70%"	9				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Ribeirão da Flores na Rodovia José Alves Toledo entre a BR-101 e São José das Torres."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	3777	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"							MNPAB2001082604	"P.A.Buckup, A.T.Aranda, F.A.G.Melo, F.P.*"	2001	08	26				Brasil	"Espírito Santo"	"Mimoso do Sul"	"Córrego do Farol, tribitário do rio Preto na BR-101, a jusante de São José das Torres"	-41.2375	-21.068333										"Conservado em solução alcoólica a 70%"	6				". Não foi retirado material para tecido. .6 de 16 exemplares permutados com MNRJ22368 conforme GR40/2010 Procedência informada no livro tombo: Córrego do Farol, tribitário do rio Preto na BR-101, a jusante de São José das Torres, Mimoso do Sul, Espírito"	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	4287	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2011	08	15			DiversidadES2011090201	"L.M.Sarmento Soares, R.F..Martins-Pinheiro, G.Rondinelli e A.Rondinelli"	2011	09	03				Brasil	"Espírito Santo"	"Santa Teresa"	"Rio Stelzer no entorno da REBIO Augusto Ruschi, próximo a foz do rio Timbuí no Sítio Tabajara Penha"	-40.556111	-19.951944					650.2	650.2				"Conservado em solução alcoólica a 70%"	2				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Stelzer, no Sítio Tabajara, Penha.Santa Teresa/ES.."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	4297	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2011	08	15			DiversidadES2011090303	"L.M.Sarmento Soares, R.F..Martins-Pinheiro, G.Rondinelli e A.Rondinelli"	2011	09	03				Brasil	"Espírito Santo"	"Santa Teresa"	"Rio Timbui no entorno da REBIO Augusto Ruschi, sob a ponte de madeira na trilha de acesso a foz do rio Stelzer"	-40.556111	-19.950278					657	657				"Conservado em solução alcoólica a 70%"	4				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Timbui Sob a ponte de madeira na trilha de acesso a foz do rio Stelzera.Penha. Santa Teresa/ES.."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	4727	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2012	03	01			DiversidadES2012022405	"L.M.Sarmento Soares, R.F.M.Pinheiro, M.M.C.Roldi e R.B.Soares."	2012	02	24				Brasil	"Espírito Santo"	"Conceição da Barra"	"Córrego Douradão no asfalto do Picadão da Bahia após a BR-101, non entorno da REBIO Córrego Grande"	-39.910583	-18.178806					44	44				"Conservado em solução alcoólica a 70%"	2				". Não foi retirado material para tecido. .Ponto #: 009 Procedência informada no livro tombo: Córrego Douradão no asfalto do Picadão da Bahia após a BR-101, non entorno da REBIO Córrego Grande.Conceição da Barra-ES."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	5880	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2012	08	17			RLT2004000001	"R.L.Teixeira e G.I.Almeida"	2004	01	01				Brasil	"Espírito Santo"	"Pedro Canário"	"Córrego da Estiva"	-39.843056	-18.306944										"Conservado em solução alcoólica a 70%"	2				". Não foi retirado material para tecido. .Coletado em 2004 Procedência informada no livro tombo: Córrego da Estiva. Pedro Canário-ES.."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	6143	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	M.M.C.Roldi	2012	09	05			BIOdiversES2012082002	"C.J.Cunha, J.P.Silva e R.B.Soares"	2012	08	20				Brasil	"Espírito Santo"	"Santa Teresa"	"Rio Cinco de Novembro à esquerda da Es-080 no sentido Santo Antônio do Canaã para Santa Teresa"	-40.638444	-19.828583										"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Cinco de Novembro à esquerda da Es-080 no sentido Santo Antônio do Canaã para Santa Teresa - Santa Teresa - Es."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	6201	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	M.M.C.Roldi	2012	09	05			BIOdiversES2012082002	"C.J.Cunha, J.P.Silva e R.B.Soares"	2012	08	20				Brasil	"Espírito Santo"	"Santa Teresa"	"Rio Cinco de Novembro à esquerda da Es-080 no sentido Santo Antônio do Canaã para Santa Teresa"	-40.638444	-19.828583										"Conservado em solução alcoólica a 70%"	2				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Cinco de Novembro à esquerda da Es-080 no sentido Santo Antônio do Canaã para Santa Teresa - Santa Teresa - Es."	
"2015-03-02 17:16:07-03"	MBML	MBML-PEIXES	8164	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	"J.P.da Silva"	2014	06	04			DiversES2014050404	"T.A.Volpi, J.P.da Silva, L.Tonini e E.L.Muhl"	2014	05	04				Brasil	"Espírito Santo"	"Mimoso do Sul"	"Córrego Pratinha aproximadamente 3 Km da ES-391"	-41.320528	-21.076778					41	41				"Conservado em álcool absoluto"	2				". Tecidos coletados do flanco direito de 01 exemplar, depositado na Coleção de Tecidos do INMA com o número de amostra AN00 e 1 exemplar foi depositado inteiro na Coleção de Tecidos do INMA com o número de amostra AN01.. .Procedência informada no livro to"	
"2016-04-04 14:09:18-03"	MBML	MBML-PEIXES	8241	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	L.M.Sarmento-Soares	2014	06	04			DiversES2014050201	"T.A.Volpi, J.P.da Silva, L.Tonini e E.L.Muhl"	2014	05	02				Brasil	"Rio de Janeiro"	"Campos dos Goytacazes"	"Córrego da Pedra Lisa/Conceição sob a BR-101, próximo a entrada da RJ-230"	-41.32725	-21.319417					36	36				"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: ."	
"2015-03-02 17:16:07-03"	MBML	MBML-PEIXES	8301	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	T.A.Volpi	2014	06	04			DiversES2014050402	"T.A.Volpi, J.P.da Silva, L.Tonini e E.L.Muhl"	2014	05	04				Brasil	"Espírito Santo"	"Mimoso do Sul"	"Córrego Pratinha sob a ES-391"	-41.338278	-21.089278					37	37				"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: ."	
"2015-03-02 17:16:07-03"	MBML	MBML-PEIXES	8313	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	T.A.Volpi	2014	06	04			DiversES2014050404	"T.A.Volpi, J.P.da Silva, L.Tonini e E.L.Muhl"	2014	05	04				Brasil	"Espírito Santo"	"Mimoso do Sul"	"Córrego Pratinha aproximadamente 3 Km da ES-391"	-41.320528	-21.076778					41	41				"Conservado em solução alcoólica a 70%"	5				". Não foi retirado material para tecido. .Procedência informada no livro tombo: ."	
"2015-03-02 17:16:07-03"	MBML	MBML-PEIXES	9974	"Corydoras nattereri"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	nattereri		"Steindachner, 1877"	"L.M.Sarmento Soares"	2015	02	24			"Diverses 2013121107"	"T.A.Volpi e M.M.Lopes"	2013	12	11				Brasil	"Espírito Santo"	"Santa Teresa"	"Rio Santa Maria do Rio Doce, na Cachoeira do Rúdio."	-40.686667	-19.835					137	137				"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Santa Maria do Rio Doce, na Cachoeira do Rúdio. Santa Teresa- ES.."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	2897	"Corydoras paleatus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	paleatus		"(Jenyns, 1842)"	"R.E.Reis e L.R.Malabarba"						RLT1985122601	R.L.Teixeira	1985	12	26				Brasil	"Rio Grande do Sul"	Triunfo	"Arroio Bom Jardim."	-43.091944	-29.943333					31	31				"Conservado em solução alcoólica a 70%"	2	"886/ZUFES 130886/CIUFES 13088"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Procedência informada no livro tombo: Arroio Bom Jardim - Mun. Triunfo - RS."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	2930	"Corydoras paleatus"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	paleatus		"(Jenyns, 1842)"							CL1987050501	"C.Lucena, L.R.Malabarba e E.Pereira"	1987	05	05				Brasil	"Rio Grande do Sul"	"São Lourenço do Sul"	"Arroio da viúva Teresa e arroio do Pintz"	-51.978333	-31.365278					19	19				"Conservado em solução alcoólica a 70%"	4	"1017/ZUFES 131017/CIUFES 1310"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Procedência informada no livro tombo: Arroio da viúva Teresa e arroio do Pintz - São Lourenço do Sul - RS."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	2806	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			L.M.Sarmento-Soares	2010	04	06			CZ1984080101	C.Zamprogno	1984	08	01				Brasil	Pará	Parauapebas	"Rio Itacaiunas - Serra dos Carajás"	-49.839722	-6.031667										"Conservado em solução alcoólica a 70%"	3	"393/ZUFES 130393/CIUFES 13039"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. 01 a 07/08/1984. Procedência informada no livro tombo: Rio Itacaiunas - Serra dos Carajás - PA."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	2994	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			J.L.Helmer						FV1988091501	"F.Vieira e J.L.Helmer"	1988	09	15				Brasil	"Espírito Santo"	Cariacica	"Córrego São Miguel"	-40.422222	-20.202222					73	73				"Conservado em solução alcoólica a 70%"	19	"1148/ZUFES 131148/CIUFES 1311"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Retirado três exemplares para diafanização (06-III-1989). 10 exemplares de 19 em empréstimo A/C Zilda Margarete. GR 77/2012. Procedência informada no"	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	3015	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.									JLH1989021801	"J.L.Helmer e C.Zamprogno"	1989	02	18				Brasil	"Espírito Santo"	Linhares	"Rio Riacho na Reserva Biológica de Comboios"	-40.071944	-19.390833					33	33				"Conservado em solução alcoólica a 70%"	21	"1178/ZUFES 131178/CIUFES 1311"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. 10 exemplares de 21 em empréstimo A/C Zilda Margarete. GR 77/2012. Procedência informada no livro tombo: Rio Riacho - Reserva Biológica de Comboios -"	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	3057	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.									JLH1989031005	"J.L.Helmer e F.Vieira"	1989	03	10				Brasil	"Espírito Santo"	Anchieta	"Rio Grande na divisa entre Guarapari e Anchieta"	-40.645833	-20.806111					2	2				"Conservado em solução alcoólica a 70%"	5	"1240/ZUFES 131240/CIUFES 1312"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Enviado a Langeani em XI-1989. Procedência informada no livro tombo: Rio Grande - Entre Guarapari e Anchieta - ES."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	3128	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			C.R.Pimentel	2007	09	11			JLH1989012604	"J.L.Helmer e Zamprogno, C."	1989	01	26				Brasil	"Espírito Santo"	Anchieta	"Rio Grande na divisa entre Guarapari e Anchieta Estação 04"	-40.645833	-20.806111					2	2				"Conservado em solução alcoólica a 70%"	28	"1467/ZUFES 131467/CIUFES 1314"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Procedência informada no livro tombo: Rio Grande - Guarapari / Anchieta."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	3133	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			C.R.Pimentel	2007	09	11			JLH1989012603	"J.L.Helmer, C.Zamprogno e F.Vieira"	1989	01	26				Brasil	"Espírito Santo"	Anchieta	"Rio Grande na divisa entre Guarapari e Anchieta Estação 03"	-40.645833	-20.806111					2	2				"Conservado em solução alcoólica a 70%"	29	"1472/ZUFES 131472/CIUFES 1314"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Procedência informada no livro tombo: Rio Grande - Municípios Guarapari / Anchieta."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	3153	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			C.R.Pimentel	2007	09	06			JLH1989031003	"J.L.Helmer e F.Vieira"	1989	03	10				Brasil	"Espírito Santo"	Guarapari	"Rio Grande na divisa entre Guarapari e Anchieta Estação 03"	-40.6175	-20.624722					2	2				"Conservado em solução alcoólica a 70%"	23	"1505/ZUFES 131505/CIUFES 1315"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Procedência informada no livro tombo: Rio Grande - Guarapari."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	3200	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			C.R.Pimentel	2007	09	25			JLH1989031002	"J.L.Helmer e F.Vieira"	1989	03	10				Brasil	"Espírito Santo"	Guarapari	"Rio Grande na divisa entre Guarapari e Anchieta Estação 02"	-40.6175	-20.624722					2	2				"Conservado em solução alcoólica a 70%"	2	"1613/ZUFES 131613/CIUFES 1316"			". Não foi retirado material para tecido. .Material obtido por permuta com a Coleção Ictiológica da UFES. Procedência informada no livro tombo: Rio Grande - Guarapari."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	3524	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			L.M.Sarmento-Soares	2010	08	20			BIOdiversES2010080305	"L.M.Sarmento-Soares, R.F.Martins-Pinheiro, M.R.Britto e F.M.R.S.Pupo"	2010	08	03				Brasil	"Espírito Santo"	Pinheiros	"Rio do Sul sob a ponte da ES-130 entre Vinhatico e Pinheiros, na divisa de Montanha com Pinheiros"	-40.241111	-18.310556					83	83				"Conservado em solução alcoólica a 70%"	8				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio do Sul sob a ponte da Es-130 entre Vinhatico e Pinheiros, na divisa de Montanha com Pinheiros."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	5499	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			L.M.Sarmento-Soares	2012	05	17			UEFS1998083001	"Equipe Universidade Estadual de Feira de Santana - UEFS"	1998	08	30				Brasil	Bahia	Lençóis	"Rio Santo Antônio"	-41.324722	-12.491111					0	0				"Conservado em solução alcoólica a 70%"	10	"UEFS 2855"			"Corydoras sp.n.. Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Santo Antônio, Lençois, BA.."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	66	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			R.L.Teixeira						RLT1996082901	"R.L.Teixeira e J.A.P.Scheneider"	1996	08	29				Brasil	"Espírito Santo"	Colatina	"Rio Santa Maria do Rio Doce"	-40.620278	-19.603889					38	38				"Conservado em solução alcoólica a 70%"	3	40			". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Santa Maria, Colatina, ES.."	
"2015-02-05 14:47:15-02"	MBML	MBML-PEIXES	6667	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			J.L.Helmer	2012	11	16			JHL2012111601	J.L.Helmer	2012	11	16				Brasil	Bahia	"Porto Seguro"	"Córrego Manoelzinho, afluente do rio do Norte, afluente do rio da Barra na RPPN rio do Brasil em Trancoso."	-39.141389	-16.5225					56	56				"Conservado em solução alcoólica a 70%"	3				"Gymnotus aff. pantherinus. Não foi retirado material para tecido. .Procedência informada no livro tombo: Córrego Manoelzinho, afluente do rio do Norte, afluente do rio da Barra na RPPN rio do Brasil em Trancoso. Porto Seguro-BA.."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	8387	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			T.A.Volpi	2014	07	09			DiversES2014051602	"T.A.Volpi, M.M.Lopes, K.B.S.de Paula e E.L.Muhl"	2014	05	16				Brasil	"Espírito Santo"	"Atilio Vivacqua"	"Córrego Oriente sob a ES-489"	-41.167639	-20.985972					41	41				"Conservado em álcool absoluto"	3				". Tecidos coletados do flanco direito de cada exemplar, depositados na Coleção de Tecidos do INMA com os números de amostras AO88; AO89 e AO90.. .Procedência informada no livro tombo: ."	
"2015-02-13 12:14:41-02"	MBML	MBML-PEIXES	8437	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			T.A.Volpi	2014	07	09			DiversES2014051602	"T.A.Volpi, M.M.Lopes, K.B.S.de Paula e E.L.Muhl"	2014	05	16				Brasil	"Espírito Santo"	"Atilio Vivacqua"	"Córrego Oriente sob a ES-489"	-41.167639	-20.985972					41	41				"Conservado em solução alcoólica a 70%"	7				". Não foi retirado material para tecido. .Procedência informada no livro tombo: ."	
"2017-08-14 10:36:51-03"	MBML	MBML-PEIXES	8809	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			L.M.Sarmento-Soares	2014	10	09			ALC2014012522	A.L.Carmassi	2014	01	25				Brasil	Bahia	"Bom Jesus da Lapa"	"Rio São Francisco, área alagada a 8 Km da BA-160."	-43.443333	-13.5475					433	433				"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio São Francisco, área alagada a 8 Km da BA-160. Bom Jesus da Lapa-BA.."	
"2017-08-14 10:36:51-03"	MBML	MBML-PEIXES	8994	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			L.M.Sarmento-Soares	2014	10	14			ALC2014082301	"A.L.Carmassi e A.T.Silva"	2014	08	23				Brasil	Bahia	Correntina	"Rio Correntina sob a Estrada de terra entre a BA-583 e o povoado de Caruaru."	-44.410833	-13.384167					454	454				"Conservado em solução alcoólica a 70%"	3				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Correntina sob a Estrada de terra entre a BA-583 e o povoado de Caruaru.."	
"2017-08-14 10:36:51-03"	MBML	MBML-PEIXES	9011	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			L.M.Sarmento-Soares	2014	10	16			ALC2014012905	"A.L.Carmassi e A.T.Silva"	2014	01	29				Brasil	Bahia	"Palmas de Monte Alto"	"Rio Carnaíba de Dentro."	-43.064444	-14.053333					466	466				"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Carnaíba de Dentro.."	
"2017-08-14 10:36:51-03"	MBML	MBML-PEIXES	9022	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			L.M.Sarmento-Soares	2014	10	16			ALC2014012301	"A.L.Carmassi e A.T.Silva"	2014	01	23				Brasil	Bahia	Correntina	"Rio Correntina sob a Estrada de terra entre a BA-583 e o povoado de Caruaru."	-44.410833	-13.384167					454	454				"Conservado em solução alcoólica a 70%"	3				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Correntina sob a Estrada de terra entre a BA-583 e o povoado de Caruaru.."	
"2017-08-14 10:36:51-03"	MBML	MBML-PEIXES	9054	"Corydoras sp."	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Corydoras	sp.			L.M.Sarmento-Soares	2014	10	16			ALC2014012905	"A.L.Carmassi e A.T.Silva"	2014	01	29				Brasil	Bahia	"Palmas de Monte Alto"	"Rio Carnaíba de Dentro."	-43.064444	-14.053333					466	466				"Conservado em solução alcoólica a 70%"	7				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio Carnaíba de Dentro.."	
"2017-08-14 10:36:51-03"	MBML	MBML-PEIXES	9915	"Hoplosternum littorale"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Hoplosternum	littorale		"(Hancock, 1828)"	A.Anastácio	2015	01	23				"G.I.Almeida, A.Anastácio"	2014	12	18				Brasil	"Espírito Santo"	Linhares	"Lagoa do Doutor"	-39.777544	-19.482892										"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: ."	
"2017-10-06 16:49:56-03"	MBML	MBML-PEIXES	12282	"Hoplosternum bloqueado"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Hoplosternum	bloqueado		BLOQUEADO	"João Luiz Gasparini"	2017	03	14			ECONSERVATION201612	"Jão Luiz Gasparini e Fabiano dos Santos"							Brasil	"Espírito Santo"	"Baixo Guandu"	BLOQUEADO	Bloqueada	Bloqueada										"Conservado em solução alcoólica a 70%"	3				"Dados bloqueados por solicitação dos coletores"	
"2017-10-06 16:49:56-03"	MBML	MBML-PEIXES	12298	"Hoplosternum bloqueado"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Hoplosternum	bloqueado		BLOQUEADO	"João Luiz Gasparini"	2017	03	14			ECONSERVATION201612	"Jão Luiz Gasparini e Fabiano dos Santos"							Brasil	"Espírito Santo"	"Baixo Guandu"	BLOQUEADO	Bloqueada	Bloqueada										"Conservado em álcool absoluto"	4				"Dados bloqueados por solicitação dos coletores"	
"2017-04-20 11:35:02-03"	MBML	MBML-PEIXES	10023	"Hoplosternum littorale"	S	Animalia	Chordata	Actinopterygii	Siluriformes	Callichthyidae	Hoplosternum	littorale		"(Hancock, 1828)"	R.L.Betzel	2015	04	18			FIOL2015030701	"G.I.Almeida, A.Anastácio e L.N.Rodrigues"	2015	03	07				Brasil	Bahia	"Riacho de Santana"	"Rio das Rãs, próximo ao povoado de Campinas."	-43.119444	-13.960556					462	462				"Conservado em solução alcoólica a 70%"	1				". Não foi retirado material para tecido. .Procedência informada no livro tombo: Rio das Rãs, próximo ao povoado de Campinas. Riacho de Santana-BA.."	
